person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income
32,36000.0,rent,2.0,venture,b,5000.0,,0,0.14,employed,rural,570.0,4200.0
26,59500.0,mortgage,9.0,debtconsolidation,a,,,0,0.2,employed,rural,726.0,8700.0
26,40000.0,mortgage,5.0,medical,a,16000.0,,0,0.4,employed,urban,,4260.0
27,41200.0,rent,1.0,medical,a,7100.0,,0,0.17,self_emp,rural,784.0,7080.0
26,159960.0,mortgage,11.0,homeimprovement,a,18325.0,7.49,0,0.11,self_emp,urban,615.0,10080.0
31,35000.0,rent,3.0,venture,b,5000.0,10.65,0,0.14,self_emp,rural,895.0,8580.0
34,39312.0,rent,5.0,personal,d,10000.0,15.7,0,0.25,self_emp,rural,,2220.0
25,22260.0,mortgage,9.0,personal,a,6400.0,7.88,0,0.29,employed,rural,667.0,1500.0
21,65000.0,mortgage,2.0,venture,b,8400.0,11.86,0,0.13,employed,urban,712.0,1500.0
22,78000.0,rent,0.0,venture,b,6925.0,,0,0.09,self_emp,urban,585.0,6060.0
28,63000.0,rent,0.0,medical,b,12000.0,,0,0.19,self-employed,rural,639.0,3780.0
25,100000.0,rent,7.0,medical,c,9000.0,11.34,0,0.09,self_emp,rural,501.0,0.0
29,31440.0,rent,,personal,c,3000.0,11.34,1,0.1,self_emp,urban,838.0,5880.0
28,120000.0,mortgage,11.0,education,b,14400.0,10.74,0,0.12,self_emp,rural,569.0,8400.0
41,31000.0,rent,3.0,venture,b,8000.0,10.38,0,0.26,employed,urban,,3300.0
22,,own,2.0,education,d,10000.0,15.31,0,0.12,self-employed,urban,631.0,6060.0
41,90000.0,mortgage,3.0,personal,a,3000.0,7.14,0,0.03,self_emp,rural,,6180.0
21,52000.0,rent,5.0,education,b,1500.0,11.99,0,0.03,employed,urban,618.0,9060.0
29,29000.0,rent,3.0,venture,c,5000.0,15.23,0,0.17,employed,urban,877.0,8520.0
23,38000.0,rent,,debtconsolidation,a,7200.0,7.9,0,0.19,employed,urban,733.0,1980.0
30,58000.0,rent,2.0,medical,a,15000.0,8.49,0,0.26,self-employed,urban,570.0,10680.0
21,32000.0,own,3.0,personal,e,4500.0,16.0,0,0.14,employed,rural,766.0,9060.0
28,30000.0,mortgage,4.0,debtconsolidation,c,7500.0,11.78,0,0.25,employed,urban,691.0,6240.0
28,84000.0,rent,1.0,personal,b,,11.71,0,0.14,employed,urban,594.0,6600.0
33,72000.0,mortgage,6.0,debtconsolidation,a,4250.0,5.42,0,0.06,self-employed,urban,771.0,3240.0
22,70550.0,rent,6.0,medical,d,15000.0,,1,0.18,self_emp,urban,565.0,3840.0
28,,rent,2.0,venture,a,7200.0,8.59,0,0.06,employed,rural,649.0,4200.0
35,37000.0,own,1.0,education,a,4650.0,,0,0.13,employed,rural,514.0,2520.0
47,92000.0,own,0.0,homeimprovement,d,,14.11,0,0.13,employed,rural,838.0,15480.0
38,34000.0,rent,4.0,medical,b,5750.0,,0,0.17,employed,urban,503.0,8220.0
22,48000.0,mortgage,2.0,medical,b,9600.0,11.86,0,0.2,self_emp,rural,723.0,7200.0
22,68004.0,rent,4.0,debtconsolidation,a,9600.0,7.51,0,0.14,self_emp,rural,578.0,3360.0
30,31200.0,rent,0.0,personal,e,,16.45,1,0.38,self-employed,urban,803.0,13260.0
25,147750.0,rent,3.0,homeimprovement,b,5750.0,9.99,0,0.04,employed,urban,733.0,6120.0
34,63000.0,mortgage,9.0,debtconsolidation,b,18000.0,11.49,0,0.29,self-employed,rural,,7080.0
25,69570.0,own,0.0,personal,a,1500.0,7.74,0,0.02,self-employed,rural,630.0,6180.0
32,,rent,2.0,medical,c,6000.0,13.22,0,0.1,self_emp,urban,822.0,7320.0
24,43000.0,rent,9.0,education,a,11000.0,8.94,0,0.26,employed,urban,,7920.0
23,38400.0,mortgage,7.0,venture,b,5000.0,10.37,0,0.13,employed,urban,760.0,6060.0
39,45000.0,mortgage,3.0,debtconsolidation,c,12000.0,14.72,0,0.27,self-employed,rural,620.0,1800.0
25,26729.0,rent,5.0,medical,b,,11.14,0,0.27,self_emp,urban,646.0,11940.0
27,,own,3.0,homeimprovement,b,5500.0,,0,0.18,employed,rural,877.0,15060.0
22,137004.0,mortgage,3.0,venture,a,10000.0,5.79,0,0.07,self-employed,urban,896.0,3780.0
31,,mortgage,15.0,venture,b,18000.0,10.74,0,0.13,employed,rural,,4980.0
29,120000.0,mortgage,11.0,venture,b,16000.0,12.42,0,0.13,employed,urban,,10620.0
23,61000.0,rent,3.0,venture,c,8000.0,13.22,0,0.13,employed,urban,776.0,3540.0
22,55000.0,mortgage,6.0,education,c,1400.0,13.49,0,0.03,self_emp,rural,843.0,2520.0
31,40000.0,mortgage,4.0,medical,c,12650.0,11.34,0,0.32,self_emp,urban,559.0,9240.0
28,62352.0,mortgage,3.0,debtconsolidation,a,3800.0,6.62,0,0.06,employed,urban,622.0,9540.0
26,44400.0,mortgage,,debtconsolidation,c,6500.0,14.35,0,0.15,self-employed,urban,891.0,12180.0
25,33000.0,rent,0.0,medical,a,,7.29,0,0.03,employed,rural,821.0,4080.0
34,44000.0,own,2.0,education,c,,13.43,0,0.23,self_emp,urban,712.0,8640.0
30,65000.0,rent,11.0,personal,d,12800.0,15.2,0,0.2,employed,rural,748.0,4500.0
26,,mortgage,,education,a,10000.0,7.88,0,0.11,self_emp,rural,733.0,6960.0
24,38000.0,rent,8.0,medical,c,5000.0,13.99,0,0.13,self_emp,urban,695.0,8280.0
27,49000.0,rent,11.0,medical,b,4000.0,10.59,0,0.08,self_emp,rural,704.0,9300.0
24,104000.0,mortgage,8.0,education,c,25000.0,12.84,0,0.24,employed,rural,614.0,17220.0
23,40000.0,rent,4.0,debtconsolidation,c,10000.0,12.84,0,0.25,self-employed,urban,590.0,4920.0
28,33288.0,rent,2.0,education,c,10800.0,12.09,1,0.32,self-employed,urban,839.0,4980.0
22,,rent,2.0,personal,a,4500.0,7.88,0,0.14,self-employed,rural,,8400.0
43,50000.0,own,3.0,medical,c,,13.35,0,0.1,self_emp,rural,545.0,20520.0
26,50004.0,mortgage,10.0,education,a,5000.0,9.32,0,0.1,employed,urban,541.0,5220.0
28,,mortgage,0.0,medical,a,9000.0,,0,0.18,self_emp,rural,746.0,7500.0
29,53200.0,mortgage,7.0,homeimprovement,c,1000.0,13.49,0,0.02,self-employed,rural,573.0,6240.0
28,116000.0,mortgage,10.0,medical,b,,12.18,0,0.22,self-employed,rural,670.0,6480.0
28,,mortgage,8.0,education,b,,12.18,0,0.02,employed,urban,575.0,10260.0
25,122000.0,mortgage,,debtconsolidation,c,10000.0,,0,0.08,self_emp,rural,729.0,2820.0
24,62500.0,mortgage,8.0,debtconsolidation,b,16000.0,10.38,0,0.26,employed,rural,578.0,1500.0
29,60000.0,mortgage,0.0,homeimprovement,b,,12.53,0,0.33,employed,rural,747.0,1500.0
25,56000.0,rent,2.0,debtconsolidation,b,5000.0,,0,0.09,self-employed,rural,690.0,6120.0
43,55000.0,own,17.0,venture,b,2000.0,12.53,0,0.04,employed,rural,778.0,4800.0
25,134748.0,mortgage,4.0,homeimprovement,b,25000.0,10.75,0,0.19,self_emp,rural,668.0,4380.0
27,90000.0,own,1.0,venture,a,7500.0,7.51,0,0.08,self_emp,urban,,5880.0
28,186000.0,other,3.0,venture,a,2500.0,7.4,0,0.01,self-employed,urban,704.0,1500.0
24,24000.0,rent,1.0,medical,b,6000.0,11.99,0,0.25,self-employed,urban,,6300.0
27,150000.0,mortgage,3.0,education,e,8000.0,17.19,0,0.05,self_emp,urban,884.0,1860.0
32,,mortgage,2.0,medical,c,,,0,0.08,self_emp,urban,857.0,6240.0
24,22000.0,rent,0.0,medical,a,2200.0,,0,0.1,self_emp,urban,554.0,11100.0
27,,mortgage,11.0,education,b,18000.0,,0,0.2,employed,rural,737.0,10140.0
25,62050.0,mortgage,7.0,medical,b,,10.62,1,0.25,self-employed,rural,,3360.0
22,75000.0,rent,2.0,debtconsolidation,b,9000.0,10.99,0,0.12,employed,rural,,7680.0
32,30000.0,rent,4.0,personal,c,3000.0,13.49,0,0.1,self-employed,rural,742.0,6900.0
25,,mortgage,9.0,personal,a,7000.0,6.99,0,0.14,employed,rural,811.0,7260.0
38,60000.0,mortgage,9.0,education,e,16000.0,16.35,0,0.27,employed,urban,844.0,2220.0
31,54996.0,rent,,homeimprovement,a,10000.0,7.74,0,0.18,self_emp,urban,,9540.0
28,40000.0,mortgage,,personal,b,,9.91,0,0.48,self-employed,urban,675.0,3000.0
38,49000.0,rent,4.0,debtconsolidation,a,3000.0,7.51,0,0.06,employed,urban,512.0,6720.0
31,,rent,,debtconsolidation,c,2000.0,13.48,0,0.1,self_emp,urban,577.0,4380.0
31,80000.0,rent,1.0,education,c,8000.0,12.61,0,0.1,self_emp,urban,675.0,5520.0
23,75638.0,rent,2.0,personal,a,,5.99,0,0.11,self_emp,urban,588.0,13200.0
26,80400.0,rent,6.0,medical,b,7000.0,10.65,0,0.09,employed,rural,856.0,3360.0
25,,mortgage,8.0,homeimprovement,a,15000.0,7.88,0,0.13,employed,rural,850.0,10260.0
34,91000.0,rent,11.0,medical,b,25000.0,11.36,0,0.27,employed,rural,571.0,19260.0
35,500000.0,mortgage,17.0,debtconsolidation,c,20000.0,13.85,0,0.04,self-employed,rural,623.0,35640.0
30,65000.0,mortgage,3.0,homeimprovement,d,20000.0,16.77,0,0.31,self_emp,rural,525.0,4020.0
22,69867.0,mortgage,2.0,education,b,13000.0,,0,0.19,self-employed,rural,798.0,900.0
23,40000.0,rent,3.0,debtconsolidation,c,3600.0,,0,0.09,self-employed,urban,662.0,9900.0
23,33004.0,own,,education,a,5000.0,8.59,0,0.15,self_emp,urban,535.0,1800.0
23,38000.0,rent,5.0,education,b,6000.0,10.46,0,0.16,self-employed,rural,529.0,8700.0
26,60000.0,mortgage,4.0,education,b,7000.0,9.62,0,0.12,self-employed,urban,601.0,8880.0
27,93000.0,rent,11.0,personal,a,4200.0,5.42,0,0.05,employed,rural,639.0,1500.0
31,41303.0,rent,,personal,b,9900.0,11.89,0,0.24,self-employed,urban,521.0,1500.0
27,,mortgage,11.0,education,b,12500.0,11.89,0,0.17,employed,rural,802.0,3060.0
31,74076.0,rent,9.0,medical,b,7200.0,,0,0.1,self-employed,rural,863.0,5460.0
52,52000.0,mortgage,2.0,personal,a,10000.0,,0,0.19,self-employed,rural,526.0,3540.0
23,,rent,1.0,personal,a,4000.0,7.49,0,0.06,employed,rural,715.0,9540.0
29,83000.0,mortgage,5.0,venture,a,7500.0,,0,0.09,employed,urban,670.0,4140.0
33,180000.0,mortgage,17.0,debtconsolidation,a,13000.0,7.29,0,0.07,self-employed,rural,822.0,16380.0
24,39000.0,rent,,debtconsolidation,d,10000.0,,1,0.26,self-employed,urban,,960.0
22,60000.0,mortgage,,education,d,10000.0,,0,0.17,employed,rural,,4860.0
38,81000.0,rent,0.0,homeimprovement,a,24000.0,8.49,0,0.3,self_emp,rural,722.0,1560.0
31,46000.0,rent,0.0,medical,a,10000.0,7.51,0,0.22,self_emp,urban,834.0,5700.0
29,100000.0,mortgage,2.0,homeimprovement,d,,14.61,0,0.2,self-employed,urban,876.0,3180.0
33,85000.0,rent,16.0,debtconsolidation,c,20000.0,15.27,0,0.24,self_emp,rural,,36480.0
33,66000.0,own,16.0,homeimprovement,a,,,0,0.05,employed,rural,797.0,15180.0
29,51000.0,mortgage,,personal,b,25000.0,11.49,0,0.49,employed,rural,843.0,6300.0
31,24000.0,mortgage,3.0,venture,a,3000.0,7.49,0,0.13,employed,urban,651.0,8520.0
24,36852.0,mortgage,,education,b,6000.0,9.99,0,0.16,employed,rural,659.0,2040.0
30,70000.0,mortgage,,debtconsolidation,b,10000.0,10.75,0,0.14,employed,rural,876.0,20940.0
25,84000.0,mortgage,9.0,medical,c,20000.0,15.27,0,0.24,employed,urban,542.0,3540.0
22,183000.0,mortgage,3.0,education,a,1000.0,,0,0.01,employed,urban,809.0,9720.0
21,18492.0,rent,0.0,education,d,5000.0,12.92,1,0.27,self_emp,urban,501.0,9900.0
34,33000.0,rent,3.0,medical,a,8875.0,7.66,0,0.27,employed,rural,770.0,5760.0
22,57000.0,mortgage,6.0,venture,b,7200.0,,0,0.13,employed,rural,781.0,11220.0
47,65000.0,rent,1.0,medical,c,3100.0,13.49,0,0.05,employed,rural,846.0,4980.0
27,75000.0,mortgage,3.0,venture,b,,11.49,0,0.05,employed,rural,792.0,7440.0
22,30000.0,rent,3.0,personal,b,6000.0,10.37,0,0.2,self-employed,urban,738.0,9540.0
22,37000.0,rent,0.0,debtconsolidation,b,10000.0,,0,0.27,employed,rural,887.0,2400.0
23,35004.0,rent,7.0,venture,a,,,0,0.23,employed,rural,623.0,10140.0
22,84996.0,rent,6.0,venture,c,,12.23,0,0.06,employed,urban,,8280.0
22,60000.0,rent,,education,b,6000.0,11.49,0,0.1,employed,urban,,3060.0
26,20004.0,mortgage,4.0,homeimprovement,b,3600.0,,0,0.18,self_emp,rural,654.0,7560.0
26,54396.0,rent,10.0,medical,c,,,0,0.08,self_emp,urban,859.0,10500.0
34,65000.0,mortgage,8.0,venture,b,13750.0,,0,0.21,employed,rural,814.0,1980.0
35,70000.0,rent,9.0,venture,a,5000.0,7.74,0,0.07,employed,urban,661.0,4260.0
30,75000.0,rent,6.0,medical,c,,12.73,0,0.16,self-employed,rural,,11580.0
30,85000.0,rent,5.0,venture,d,5000.0,15.05,0,0.06,self_emp,rural,,2640.0
36,70000.0,rent,4.0,venture,a,6000.0,7.29,0,0.09,employed,urban,770.0,14640.0
24,30000.0,rent,8.0,personal,b,8000.0,9.25,0,0.27,employed,rural,783.0,5160.0
27,185000.0,rent,2.0,homeimprovement,a,6000.0,,0,0.03,employed,urban,771.0,3120.0
30,70000.0,mortgage,6.0,homeimprovement,b,18000.0,,0,0.26,self_emp,urban,714.0,5340.0
23,130000.0,own,7.0,venture,d,22600.0,14.96,0,0.17,self-employed,urban,686.0,21420.0
28,50000.0,own,3.0,education,a,3200.0,8.49,0,0.06,self-employed,rural,602.0,3420.0
27,115000.0,mortgage,,education,a,6300.0,6.76,0,0.05,employed,urban,678.0,1620.0
27,33000.0,mortgage,6.0,venture,a,12000.0,7.51,0,0.36,self-employed,urban,855.0,2460.0
25,48000.0,rent,9.0,medical,b,4800.0,,0,0.1,self_emp,rural,599.0,8580.0
23,55000.0,rent,7.0,personal,c,8200.0,13.11,0,0.15,employed,urban,,3900.0
23,69996.0,mortgage,7.0,venture,a,3000.0,6.39,0,0.04,employed,rural,811.0,10380.0
25,63000.0,mortgage,0.0,personal,d,25000.0,13.87,0,0.4,employed,rural,602.0,1500.0
41,137004.0,rent,0.0,venture,a,,8.59,0,0.04,employed,rural,,5580.0
26,39996.0,own,10.0,venture,c,7000.0,13.57,0,0.18,employed,rural,,6360.0
25,68004.0,rent,8.0,debtconsolidation,a,6800.0,8.49,0,0.1,employed,urban,,1980.0
21,19000.0,rent,2.0,homeimprovement,c,,,1,0.22,employed,urban,721.0,5820.0
27,,mortgage,0.0,debtconsolidation,b,,12.42,0,0.22,employed,urban,749.0,3840.0
21,41004.0,mortgage,5.0,venture,b,24250.0,10.75,0,0.59,self-employed,urban,,6840.0
27,18000.0,rent,2.0,medical,b,2400.0,10.65,0,0.13,self_emp,rural,815.0,4740.0
35,71500.0,mortgage,1.0,homeimprovement,b,19200.0,10.99,0,0.27,self-employed,rural,671.0,5040.0
22,60000.0,rent,5.0,venture,a,3500.0,5.42,0,0.06,employed,urban,897.0,1500.0
24,71496.0,mortgage,5.0,personal,d,15000.0,15.95,0,0.21,employed,rural,873.0,5880.0
24,30000.0,rent,,venture,b,6000.0,12.42,0,0.2,self-employed,urban,558.0,7740.0
40,250000.0,mortgage,8.0,education,a,28000.0,7.9,0,0.11,employed,urban,580.0,6960.0
23,74000.0,mortgage,0.0,debtconsolidation,b,17500.0,,0,0.24,employed,rural,,3000.0
36,43000.0,rent,6.0,debtconsolidation,c,4000.0,13.92,0,0.09,self-employed,rural,513.0,3540.0
31,68000.0,rent,4.0,debtconsolidation,a,12000.0,7.66,0,0.18,employed,urban,812.0,3360.0
25,,rent,6.0,personal,a,5000.0,7.51,0,0.12,employed,urban,752.0,9060.0
21,78000.0,rent,3.0,debtconsolidation,c,9600.0,,0,0.12,employed,urban,784.0,6720.0
29,135000.0,mortgage,,homeimprovement,d,18000.0,,0,0.13,self_emp,rural,,7620.0
29,165000.0,rent,2.0,education,b,7500.0,10.62,0,0.05,employed,rural,646.0,3420.0
27,35000.0,rent,2.0,medical,a,6000.0,9.32,0,0.17,self_emp,rural,618.0,5940.0
28,20000.0,mortgage,,homeimprovement,a,5000.0,,0,0.25,self-employed,urban,655.0,1620.0
25,30576.0,mortgage,5.0,debtconsolidation,a,10000.0,6.03,0,0.33,employed,rural,717.0,8100.0
22,30000.0,rent,0.0,education,b,,11.49,0,0.17,employed,urban,856.0,4740.0
24,60000.0,own,9.0,homeimprovement,b,15000.0,,0,0.25,employed,rural,850.0,0.0
26,82000.0,mortgage,1.0,venture,c,5000.0,13.47,0,0.06,employed,urban,619.0,1500.0
40,36000.0,own,4.0,education,c,2000.0,13.57,0,0.06,self_emp,rural,848.0,5580.0
32,,mortgage,12.0,medical,b,10000.0,10.25,0,0.15,self_emp,rural,,2640.0
26,57000.0,rent,0.0,homeimprovement,a,11500.0,7.51,0,0.2,employed,urban,584.0,15240.0
24,,mortgage,8.0,medical,b,16000.0,10.38,0,0.11,employed,rural,600.0,8160.0
22,60000.0,mortgage,1.0,education,c,7500.0,11.66,0,0.13,self-employed,rural,840.0,4740.0
42,600000.0,other,2.0,homeimprovement,d,25000.0,,0,0.04,self-employed,rural,757.0,3600.0
36,41000.0,mortgage,6.0,debtconsolidation,b,6250.0,10.62,0,0.15,self-employed,rural,637.0,6060.0
23,32000.0,rent,3.0,debtconsolidation,c,5000.0,14.79,0,0.16,self-employed,rural,531.0,2880.0
28,75000.0,rent,4.0,education,a,6000.0,,0,0.08,self_emp,rural,618.0,7260.0
21,104000.0,mortgage,5.0,education,a,,9.63,0,0.14,self_emp,urban,506.0,5820.0
25,28800.0,rent,0.0,education,a,5000.0,8.9,0,0.17,self_emp,rural,524.0,1500.0
28,46000.0,rent,3.0,medical,b,12000.0,,0,0.26,employed,rural,689.0,3300.0
36,166000.0,rent,4.0,medical,a,,7.88,0,0.06,employed,urban,567.0,1920.0
22,48000.0,mortgage,2.0,education,c,,13.48,0,0.15,self-employed,rural,,5100.0
33,61000.0,rent,0.0,education,b,6000.0,10.39,0,0.1,self_emp,urban,868.0,5580.0
30,,rent,13.0,medical,b,2200.0,10.99,0,0.04,employed,rural,803.0,5280.0
25,57996.0,rent,4.0,debtconsolidation,b,9000.0,11.83,0,0.16,self_emp,rural,752.0,5340.0
23,38000.0,rent,0.0,medical,a,8000.0,6.17,0,0.21,self-employed,rural,584.0,14160.0
31,63000.0,mortgage,3.0,venture,c,,13.92,0,0.11,employed,urban,668.0,7320.0
30,61000.0,rent,4.0,education,a,12000.0,6.92,0,0.2,self-employed,rural,821.0,3240.0
26,49441.0,own,,homeimprovement,a,12000.0,6.99,0,0.24,self_emp,urban,827.0,2220.0
24,62000.0,rent,4.0,personal,a,4800.0,7.14,0,0.08,self-employed,rural,705.0,1500.0
23,,mortgage,7.0,venture,a,14125.0,,0,0.29,employed,rural,508.0,5940.0
31,,rent,2.0,personal,c,4000.0,13.48,0,0.17,self_emp,urban,794.0,5040.0
29,81900.0,mortgage,13.0,venture,a,8000.0,,0,0.1,self-employed,rural,548.0,3060.0
39,55000.0,rent,0.0,medical,b,3000.0,10.2,0,0.05,employed,urban,710.0,3840.0
34,40000.0,rent,2.0,education,b,5000.0,12.53,0,0.13,self-employed,urban,857.0,6900.0
42,98000.0,mortgage,2.0,education,b,18000.0,11.58,0,0.18,self-employed,urban,656.0,4020.0
28,,mortgage,6.0,venture,b,10200.0,,0,0.27,employed,rural,,6240.0
24,243600.0,mortgage,6.0,medical,a,,6.03,0,0.05,employed,rural,567.0,3840.0
29,75000.0,mortgage,3.0,medical,b,,10.75,0,0.05,self-employed,rural,810.0,1800.0
33,135000.0,own,0.0,personal,b,17500.0,11.83,0,0.13,employed,urban,618.0,5760.0
29,98080.0,mortgage,8.0,venture,b,20000.0,8.88,0,0.2,self_emp,rural,573.0,3780.0
24,67500.0,mortgage,2.0,education,b,14400.0,11.71,0,0.21,self_emp,rural,819.0,1500.0
25,34000.0,mortgage,2.0,medical,d,6000.0,,1,0.18,self-employed,urban,854.0,4680.0
37,80000.0,mortgage,8.0,debtconsolidation,a,13000.0,6.62,0,0.16,self-employed,rural,800.0,5520.0
32,90000.0,rent,2.0,debtconsolidation,b,10000.0,11.12,0,0.11,employed,urban,681.0,11640.0
23,99996.0,mortgage,2.0,personal,b,4800.0,11.49,0,0.05,employed,urban,634.0,4080.0
41,,rent,,debtconsolidation,a,10000.0,6.03,0,0.28,employed,rural,559.0,5100.0
22,60000.0,rent,3.0,education,d,18000.0,16.32,0,0.3,employed,urban,572.0,1500.0
26,,mortgage,0.0,education,b,6000.0,9.88,0,0.07,employed,rural,584.0,10140.0
30,107000.0,mortgage,0.0,debtconsolidation,c,,10.78,0,0.02,self-employed,rural,745.0,9060.0
22,,rent,2.0,personal,a,4000.0,,0,0.09,employed,urban,871.0,1140.0
33,82000.0,mortgage,2.0,venture,a,,7.51,0,0.07,employed,rural,,4080.0
22,,rent,1.0,personal,c,11775.0,,0,0.27,self_emp,urban,692.0,3900.0
25,42504.0,rent,0.0,medical,b,12600.0,11.26,0,0.3,employed,urban,548.0,4380.0
23,,rent,0.0,venture,c,12300.0,,0,0.22,employed,urban,563.0,5280.0
31,100000.0,rent,5.0,venture,a,10000.0,,0,0.1,employed,urban,664.0,6360.0
25,30720.0,mortgage,,medical,b,2000.0,11.12,0,0.07,self_emp,urban,503.0,5880.0
24,50000.0,rent,3.0,education,e,12000.0,17.14,0,0.24,self_emp,urban,674.0,7800.0
24,100000.0,rent,8.0,medical,c,8400.0,13.06,0,0.08,employed,rural,660.0,8940.0
25,42000.0,mortgage,0.0,debtconsolidation,b,3000.0,9.91,0,0.07,self_emp,urban,558.0,25440.0
24,40560.0,rent,,venture,a,8000.0,7.66,0,0.2,self-employed,rural,860.0,9060.0
23,75000.0,rent,2.0,personal,c,12000.0,12.98,0,0.16,employed,urban,,7200.0
22,75000.0,mortgage,6.0,personal,a,9000.0,7.14,0,0.12,self-employed,urban,,12300.0
23,39500.0,rent,7.0,medical,a,11000.0,,0,0.28,self_emp,rural,514.0,9360.0
25,36000.0,mortgage,0.0,medical,a,5600.0,,0,0.16,self-employed,rural,653.0,4620.0
21,75000.0,mortgage,5.0,education,a,5400.0,7.29,0,0.07,employed,urban,,5220.0
27,50000.0,rent,5.0,venture,b,,10.37,0,0.24,employed,rural,,8520.0
26,,rent,10.0,debtconsolidation,a,7000.0,,0,0.17,employed,urban,,3540.0
25,30000.0,rent,4.0,education,c,2000.0,14.22,0,0.07,self_emp,rural,,8100.0
21,,own,3.0,education,c,5000.0,14.27,0,0.14,employed,urban,,4920.0
25,,mortgage,3.0,medical,b,10000.0,11.11,0,0.06,self-employed,urban,530.0,5520.0
29,55044.0,rent,,homeimprovement,c,4200.0,,0,0.08,self_emp,urban,,9180.0
23,,rent,7.0,venture,a,11000.0,8.94,0,0.09,employed,rural,501.0,10620.0
28,30000.0,rent,0.0,personal,b,8400.0,11.89,0,0.28,self-employed,rural,,4320.0
24,,mortgage,4.0,medical,b,6000.0,9.91,0,0.07,self_emp,rural,,4380.0
25,37200.0,rent,6.0,venture,a,,7.14,0,0.19,self-employed,urban,581.0,9060.0
28,39500.0,rent,4.0,medical,b,3600.0,11.99,0,0.09,employed,rural,504.0,18360.0
22,75000.0,mortgage,0.0,personal,d,19800.0,15.57,0,0.26,self_emp,rural,711.0,30960.0
27,84906.0,mortgage,11.0,debtconsolidation,a,4500.0,7.51,0,0.05,employed,rural,847.0,25680.0
43,138000.0,mortgage,4.0,education,a,9900.0,6.99,0,0.07,self-employed,urban,502.0,7140.0
29,65061.0,mortgage,13.0,personal,b,,9.62,0,0.18,employed,urban,516.0,2700.0
26,71000.0,rent,0.0,medical,b,11600.0,10.99,0,0.16,self_emp,rural,828.0,6300.0
29,62000.0,mortgage,6.0,venture,a,12000.0,7.51,0,0.19,employed,urban,782.0,8340.0
27,90000.0,mortgage,6.0,medical,a,,8.9,0,0.27,self_emp,urban,839.0,3120.0
21,30000.0,rent,5.0,education,b,7500.0,11.83,0,0.25,employed,rural,712.0,2160.0
26,27983.0,mortgage,7.0,venture,a,6000.0,7.88,0,0.21,employed,urban,671.0,5280.0
29,54000.0,mortgage,,medical,b,12000.0,11.99,0,0.22,employed,urban,821.0,4860.0
21,57000.0,mortgage,,venture,c,14400.0,,0,0.25,employed,urban,805.0,6000.0
25,62366.0,rent,8.0,education,a,10000.0,8.94,0,0.16,self-employed,rural,,6060.0
24,42000.0,rent,4.0,education,a,10200.0,7.49,0,0.24,self_emp,urban,854.0,6240.0
21,49000.0,mortgage,5.0,venture,a,,,0,0.29,employed,rural,828.0,2040.0
25,45000.0,mortgage,,debtconsolidation,a,4000.0,6.62,0,0.09,self_emp,urban,746.0,2580.0
35,80308.0,mortgage,,debtconsolidation,a,12000.0,7.88,0,0.15,employed,urban,797.0,11280.0
32,30000.0,mortgage,16.0,education,a,,6.99,0,0.23,employed,rural,674.0,3120.0
24,,mortgage,8.0,education,a,1200.0,,0,0.03,self-employed,rural,,6600.0
27,36000.0,mortgage,2.0,venture,a,4800.0,8.49,0,0.13,self-employed,rural,,8640.0
22,37000.0,mortgage,7.0,medical,b,3600.0,11.71,0,0.1,self_emp,urban,,5520.0
23,,own,6.0,education,b,,10.08,0,0.1,self-employed,urban,,2520.0
22,48996.0,other,3.0,debtconsolidation,d,10000.0,14.11,1,0.2,self-employed,urban,685.0,8520.0
23,,rent,6.0,venture,c,6000.0,13.47,0,0.27,self-employed,urban,623.0,7440.0
54,129000.0,mortgage,6.0,education,b,9000.0,11.49,1,0.07,employed,urban,861.0,4680.0
22,72000.0,own,6.0,education,b,16000.0,10.37,0,0.22,employed,urban,819.0,6600.0
35,37400.0,mortgage,3.0,venture,d,10750.0,15.95,0,0.29,self_emp,urban,541.0,4020.0
35,102000.0,rent,3.0,debtconsolidation,c,20000.0,13.85,0,0.2,self_emp,urban,744.0,6480.0
25,,own,6.0,medical,b,9000.0,10.25,0,0.24,self-employed,urban,508.0,1500.0
24,132652.0,mortgage,8.0,medical,a,28000.0,8.49,0,0.21,employed,rural,,16560.0
25,56004.0,rent,3.0,personal,c,,14.22,0,0.12,employed,urban,856.0,5940.0
38,58000.0,rent,,medical,e,9500.0,16.35,1,0.16,employed,urban,590.0,42000.0
22,50000.0,rent,0.0,medical,c,10000.0,12.99,0,0.2,self-employed,rural,707.0,4500.0
30,57600.0,mortgage,0.0,homeimprovement,c,,14.65,0,0.1,employed,urban,,13800.0
24,100800.0,mortgage,4.0,education,b,,11.49,0,0.21,employed,urban,526.0,5220.0
25,80000.0,mortgage,5.0,debtconsolidation,a,,7.51,0,0.11,employed,rural,886.0,1860.0
24,60000.0,mortgage,8.0,education,a,,6.03,0,0.17,self_emp,urban,520.0,4800.0
28,35000.0,own,2.0,venture,b,15000.0,,0,0.43,self_emp,urban,641.0,4440.0
26,63000.0,rent,3.0,homeimprovement,c,,13.23,0,0.1,self-employed,rural,783.0,3420.0
23,130000.0,rent,0.0,medical,a,8400.0,,0,0.06,self_emp,urban,717.0,3600.0
22,,own,5.0,medical,a,5000.0,5.79,0,0.18,employed,urban,609.0,10320.0
